REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2021,"Steel Dynamics, Inc.",1013269,5134 Loop Road,38.3229,-85.673182,Jeffersonville,CLARK COUNTY,IN,47130,STEEL DYNAMICS INC (100%),34337,C
2021,Steele City Compressor Station,1002642,50299 SW 131st Rd,40.01646,-96.8968,Odell,GAGE COUNTY,NE,68415,TALLGRASS DEVELOPMENT LP (75%); PHILLIPS 66 (25%),706,"C,W"
2021,Steele County Landfill,1011916,9420 SE 64th Ave,43.95541,-93.10591,Blooming Prairie,STEELE COUNTY,MN,55917,COUNTY OF STEELE MINNESOTA (100%),52296,"C,HH"
2021,Steelhead Platform,1001948,,60.83125466,-151.6042635,Anchorage,KENAI PENINSULA,AK,99503,HILCORP ENERGY CO (100%),86254,"C,W"
2021,Stepan,1006573,4600 HIGHWAY 421 NORTH,34.315206,-77.988663,WILMINGTON,NEW HANOVER COUNTY,NC,28401,STEPAN CO (100%),23851,C
2021,Sterling Gas Plant,1003346,14206 US Highway 87 N,31.970278,-101.236111,Sterling,STERLING COUNTY,TX,76951,TARGA RESOURCES CORP (100%),53762,"C,W"
2021,Sterling Power Plant,1007919,110 East Seneca St.,43.0803,-75.6003,Sherrill,ONEIDA COUNTY,NY,13461,ALLIANCE ENERGY GROUP LLC (100%),7032,D
2021,Steward Energy II 430 Permian Basin,1013735,2600 Dallas Parkway ste 400,33.1002,-96.821564,Frisco,,TX,75034,STEWARD ENERGY II LLC (100%),124705,W
2021,Stillwater Sanitary Landfill,1005730,1717 E YOST  RD,36.20303,-97.03664,STILLWATER,PAYNE COUNTY,OK,74075,REPUBLIC SERVICES INC (100%),31122,HH
2021,Stockyard Creek Compressor Station,1014379,,48.140703,-103.426072,Williston,WILLIAMS COUNTY,ND,58801,1804 LTD (100%),29776,W
2021,Stony Brook,1001021,327 MOODY ST,42.1977,-72.5103,LUDLOW,Hampden,MA,1056,MASSACHUSETTS MUNICIPAL WHOLESALE ELECTRIC CO (90.76%); GREEN MOUNTAIN POWER CORP (8.8%),30245,"C,D"
2021,Stony Point,1006440,1 Lindbergh Road,41.24139,-74.02246,Stony Point,ROCKLAND COUNTY,NY,10980,Enbridge (US) Inc (100%),71430,"C,W"
2021,Strawn Basin Gathering and Boosting,1012668,"811 Main St., Suite 3400",32.74631,-97.3416,Houston,,TX,77002,CRESTWOOD EQUITY PARTNERS LP (100%),61352,W
2021,Streeter Station,1001556,1 UTILITY PARKWAY,42.5267,-92.4394,CEDAR FALLS,Black Hawk,IA,50613,CEDAR FALLS UTILITIES (100%),19264,"C,D"
2021,Streetman Plant,1003482,,31.9102,-96.3491,STREETMAN,NAVARRO COUNTY,TX,75859,ARCOSA INC (100%),87405,C
2021,Stryker Creek,1007619,1895 FM 2420 E,31.9381,-94.9883,JACKSONVILLE,Cherokee,TX,75785,Vistra Corp (100%),200828,"C,D"
2021,Stuart Plant,1009103,,34.881828,-96.053738,Stuart,PITTSBURG COUNTY,OK,74570,ENERGY TRANSFER LP (100%),16888,"C,W"
2021,"Sugar Camp Energy, LLC",1010263,11351 N. Thompsonville Rd.,38.034083,-88.760948,Macedonia,FRANKLIN COUNTY,IL,62860,FORESIGHT ENERGY LP (100%),466389,FF
2021,Sugar Cane Growers Cooperative of Florida,1014109,1500 George Wedgworth Way,26.705464,-80.649438,Belle Glade,PALM BEACH COUNTY,FL,33430,SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (100%),49003,C
2021,Sugar Creek Generating Station,1000799,5900 DARWIN RD,39.3922,-87.5103,WEST TERRE HAUTE,Vigo,IN,47885,NISOURCE INC (100%),1118840,"C,D"
2021,Summit Midstream 160A Appalachian Basin (Eastern Overthrust Area) GB,1012615,"910 Louisiana, SUITE 4200",39.74874,-104.99196,Houston,,TX,77002,SUMMIT MIDSTREAM PARTNERS LP (100%),77677,W
2021,Summit Midstream 415 Strawn Basin GB,1012622,"910 Louisiana, Suite 4200",39.74874,-104.99196,Houston,,TX,77002,SUMMIT MIDSTREAM PARTNERS LP (100%),85996,W
2021,Summit Midstream 595 Piceance Basin GB,1012631,"910 Louisiana, Suite 4200",39.74874,-104.99196,Houston,,TX,77002,SUMMIT MIDSTREAM PARTNERS LP (100%),144915,W
2021,Summit Midstream Denver Basin G&B,1013947,,40.62799,-104.165892,Briggsdale,WELD COUNTY,CO,80611,OUTRIGGER ENERGY II LLC (100%),28380,W
2021,Summit Petroleum LLC,1008890,"550 W. Texas Avenue, Suite 700",31.9916009,-102.0832543,Midland,,TX,79701,SUMMIT PETROLEUM LLC (100%),139942,W
2021,Summit Sustainable Ingredients DBA Amber Wave,1006936,1664 E 100 RD,39.760046,-99.304262,PHILLIPSBURG,PHILLIPS COUNTY,KS,67661,PRAIRIE HORIZON AGRI ENERGY LLC (100%),46868,C
2021,"Summit Utilities Inc., Arkansas (Arkansas)",1006297,10825 E. Geddes Ave.; Suite 410,29.75761,-95.36826,Centennial,HARRIS COUNTY,CO,80112,CENTERPOINT ENERGY INC (100%),59465,"NN,W"
2021,"Summit Utilities Inc., Oklahoma",1004195,10825 E. Geddes Ave.; Suite 410,29.75761,-95.36826,Centennial,HARRIS COUNTY,CO,80112,CENTERPOINT ENERGY INC (100%),14709,"NN,W"
2021,Sumpter Plant,1000222,8509 RAWSONVILLE ROAD,42.167,-83.5318,BELLEVILLE,Wayne,MI,48111,WOLVERINE POWER SUPPLY COOPERATIVE INC (100%),185430,"C,D"
2021,Sun Peak Generating Station,1011465,6360 Vegas Valley Dr,36.137174,-115.034529,Las Vegas,CLARK COUNTY,NV,89142,BERKSHIRE HATHAWAY INC (100%),51383,D
